timestamp,snapshotDate,productId,productName,category,unitPrice,currentInventory,physicalInventory,historicalSales,salesVelocity7d,salesVelocity30d,inventoryAdjustments,replenishmentDelay,exceptionFrequency,shrinkageIndicator,reorderPoint,safetyStock,isAnomalyLabel,stockoutWithinNext7Days,stockoutOccurred,velocityRatio,velocityAcceleration,leadTimeDemand,daysOfSupply,stockToRopRatio,netAvailableBuffer,safetyStockRatio,businessImpactScore,discrepancyMagnitude
2026-01-14 06:00:00,2026-01-14,207,Greek Yogurt 400g (Batch 7),Dairy & Fresh,137.19,223,30,12.7,10.8,13.3,-14,6,9,0.1819,112,33,1,1,1,0.812,-0.188,64.8,20.65,1.991,158.2,6.758,1481.65,193
2026-01-14 09:00:00,2026-01-14,208,Artisan Sourdough Bread (Batch 7),Bakery,97.79,39,39,17.5,15.6,17.7,0,2,0,0.0429,79,44,0,1,1,0.881,-0.119,31.2,2.5,0.494,7.8,0.886,1525.52,0
2026-01-14 12:00:00,2026-01-14,209,Sparkling Spring Water 500ml (Batch 7),Beverages,37.57,56,56,32.6,33.0,31.3,0,4,2,0.0942,203,78,0,1,1,1.054,0.054,132.0,1.7,0.276,-76.0,0.718,1239.81,0
2026-01-14 15:00:00,2026-01-14,210,Cold Pressed Orange Juice 1L (Batch 7),Beverages,183.7,5,5,9.8,10.1,9.4,0,7,3,0.0699,88,23,0,1,1,1.074,0.074,70.7,0.5,0.057,-65.7,0.217,1855.37,0
2026-01-14 18:00:00,2026-01-14,211,Premium Arabica Coffee 250g (Batch 7),Packaged Foods,442.51,245,37,8.6,9.8,9.1,-6,9,5,0.2902,103,22,1,1,1,1.077,0.077,88.2,25.0,2.379,156.8,11.136,4336.6,208
2026-01-14 21:00:00,2026-01-14,212,Organic Rolled Oats 1kg (Batch 7),Packaged Foods,222.11,198,38,11.6,14.1,11.4,-5,8,5,0.2059,119,28,1,1,1,1.237,0.237,112.8,14.04,1.664,85.2,7.071,3131.75,160
2026-01-15 00:00:00,2026-01-15,213,Dark Chocolate Bar 70% (Batch 7),Snacks & Confectionery,146.02,46,46,18.2,20.6,17.2,0,7,2,0.0532,163,43,0,1,1,1.198,0.198,144.2,2.23,0.282,-98.2,1.07,3008.01,0
2026-01-15 03:00:00,2026-01-15,214,Almond Granola Bites (Batch 7),Snacks & Confectionery,255.24,87,87,12.5,10.9,13.5,0,4,1,0.0526,87,33,0,0,0,0.807,-0.193,43.6,7.98,1.0,43.4,2.636,2782.12,0
2026-01-15 06:00:00,2026-01-15,215,Antibacterial Hand Wash 500ml (Batch 7),Personal Care,158.44,97,97,15.8,17.6,17.1,0,5,2,0.068,127,42,0,1,1,1.029,0.029,88.0,5.51,0.764,9.0,2.31,2788.54,0
2026-01-15 09:00:00,2026-01-15,216,Hydrating Shampoo 400ml (Batch 7),Personal Care,290.26,56,56,7.6,9.3,7.6,-2,7,1,0.0414,72,19,0,1,1,1.224,0.224,65.1,6.02,0.778,-9.1,2.947,2699.42,0
2026-01-15 12:00:00,2026-01-15,217,Biodegradable Dish Soap 1L (Batch 7),Household & Cleaning,188.74,31,31,10.1,12.4,10.8,0,10,0,0.0843,135,27,0,1,1,1.148,0.148,124.0,2.5,0.23,-93.0,1.148,2340.38,0
2026-01-15 15:00:00,2026-01-15,218,Microfiber Cleaning Cloths 4-Pack (Batch 7),Household & Cleaning,185.17,102,102,4.9,4.5,4.9,0,4,2,0.0149,31,12,0,0,0,0.918,-0.082,18.0,22.67,3.29,84.0,8.5,833.26,0
2026-01-15 18:00:00,2026-01-15,219,USB-C Fast Charging Cable 2m (Batch 7),Electronics & Accessories,422.08,11,11,8.0,7.7,7.5,0,7,0,0.1443,70,18,0,1,1,1.027,0.027,53.9,1.43,0.157,-42.9,0.611,3250.02,0
2026-01-15 21:00:00,2026-01-15,220,Wireless Optical Mouse (Batch 7),Electronics & Accessories,883.17,252,23,7.3,8.1,7.9,-17,13,9,0.2197,121,19,1,1,1,1.025,0.025,105.3,31.11,2.083,146.7,13.263,7153.68,229
2026-01-16 00:00:00,2026-01-16,221,Organic Whole Milk 1L (Batch 8),Dairy & Fresh,74.7,160,160,14.4,13.9,13.2,0,5,4,0.043,99,33,0,0,0,1.053,0.053,69.5,11.51,1.616,90.5,4.848,1038.33,0
2026-01-16 03:00:00,2026-01-16,222,Greek Yogurt 400g (Batch 8),Dairy & Fresh,130.27,47,47,13.2,13.6,13.6,0,4,2,0.063,88,34,0,1,1,1.0,0.0,54.4,3.46,0.534,-7.4,1.382,1771.67,0
2026-01-16 06:00:00,2026-01-16,223,Artisan Sourdough Bread (Batch 8),Bakery,105.02,117,117,18.0,16.8,19.6,0,2,2,0.0062,88,49,0,1,1,0.857,-0.143,33.6,6.96,1.33,83.4,2.388,1764.34,0
2026-01-16 09:00:00,2026-01-16,224,Sparkling Spring Water 500ml (Batch 8),Beverages,40.32,8,8,23.6,20.4,24.4,0,8,2,0.0545,256,61,0,1,1,0.836,-0.164,163.2,0.39,0.031,-155.2,0.131,822.53,0
2026-01-16 12:00:00,2026-01-16,225,Cold Pressed Orange Juice 1L (Batch 8),Beverages,163.01,33,33,9.6,10.0,9.0,0,9,3,0.0063,103,22,0,1,1,1.111,0.111,90.0,3.3,0.32,-57.0,1.5,1630.1,0
2026-01-16 15:00:00,2026-01-16,226,Premium Arabica Coffee 250g (Batch 8),Packaged Foods,447.65,8,8,3.8,4.2,3.8,0,10,0,0.0099,47,9,0,1,1,1.105,0.105,42.0,1.9,0.17,-34.0,0.889,1880.13,0
2026-01-16 18:00:00,2026-01-16,227,Organic Rolled Oats 1kg (Batch 8),Packaged Foods,192.18,42,42,20.7,20.4,21.5,0,7,1,0.0304,203,53,0,1,1,0.949,-0.051,142.8,2.06,0.207,-100.8,0.792,3920.47,0
2026-01-16 21:00:00,2026-01-16,228,Dark Chocolate Bar 70% (Batch 8),Snacks & Confectionery,183.05,436,47,20.8,21.4,21.2,-5,5,7,0.3466,159,53,1,1,1,1.009,0.009,107.0,20.37,2.742,329.0,8.226,3917.27,389
2026-01-17 00:00:00,2026-01-17,229,Almond Granola Bites (Batch 8),Snacks & Confectionery,225.96,18,18,9.9,10.3,9.4,-2,1,1,0.0507,32,23,0,1,1,1.096,0.096,10.3,1.75,0.562,7.7,0.783,2327.39,0
2026-01-17 03:00:00,2026-01-17,230,Antibacterial Hand Wash 500ml (Batch 8),Personal Care,136.15,368,368,17.0,19.5,16.6,0,9,3,0.0411,190,41,0,0,0,1.175,0.175,175.5,18.87,1.937,192.5,8.976,2654.92,0
2026-01-17 06:00:00,2026-01-17,231,Hydrating Shampoo 400ml (Batch 8),Personal Care,343.88,390,390,8.3,12.7,8.3,0,12,2,0.0949,119,20,0,0,0,1.53,0.53,152.4,30.71,3.277,237.6,19.5,4367.28,0
2026-01-17 09:00:00,2026-01-17,232,Biodegradable Dish Soap 1L (Batch 8),Household & Cleaning,187.04,82,82,22.9,24.6,23.5,0,2,5,0.2224,105,58,0,1,1,1.047,0.047,49.2,3.33,0.781,32.8,1.414,4601.18,0
2026-01-17 12:00:00,2026-01-17,233,Microfiber Cleaning Cloths 4-Pack (Batch 8),Household & Cleaning,196.22,70,70,6.2,6.6,6.2,0,7,3,0.007,58,15,0,0,0,1.064,0.065,46.2,10.61,1.207,23.8,4.667,1295.05,0
2026-01-17 15:00:00,2026-01-17,234,USB-C Fast Charging Cable 2m (Batch 8),Electronics & Accessories,450.37,203,203,7.5,7.6,7.7,0,10,0,0.0537,96,19,0,0,0,0.987,-0.013,76.0,26.71,2.115,127.0,10.684,3422.81,0
2026-01-17 18:00:00,2026-01-17,235,Wireless Optical Mouse (Batch 8),Electronics & Accessories,785.46,6,6,4.5,4.7,4.2,0,12,1,0.044,60,10,0,1,1,1.119,0.119,56.4,1.28,0.1,-50.4,0.6,3691.66,0
2026-01-17 21:00:00,2026-01-17,236,Organic Whole Milk 1L (Batch 9),Dairy & Fresh,62.94,182,182,16.6,15.6,15.3,0,6,4,0.0894,129,38,0,0,0,1.02,0.02,93.6,11.67,1.411,88.4,4.789,981.86,0
2026-01-18 00:00:00,2026-01-18,237,Greek Yogurt 400g (Batch 9),Dairy & Fresh,136.5,12,12,9.6,9.3,9.4,0,2,1,0.1528,41,23,0,1,1,0.989,-0.011,18.6,1.29,0.293,-6.6,0.522,1269.45,0
2026-01-18 03:00:00,2026-01-18,238,Artisan Sourdough Bread (Batch 9),Bakery,87.3,122,122,18.3,19.4,18.7,0,1,0,0.0403,64,46,0,1,1,1.037,0.037,19.4,6.29,1.906,102.6,2.652,1693.62,0
2026-01-18 06:00:00,2026-01-18,239,Sparkling Spring Water 500ml (Batch 9),Beverages,37.16,8,8,17.5,9.0,16.2,0,15,3,0.0132,283,40,0,1,1,0.556,-0.444,135.0,0.89,0.028,-127.0,0.2,334.44,0
2026-01-18 09:00:00,2026-01-18,240,Cold Pressed Orange Juice 1L (Batch 9),Beverages,167.34,420,420,16.1,14.5,16.6,0,5,3,0.0239,124,41,0,0,0,0.873,-0.127,72.5,28.97,3.387,347.5,10.244,2426.43,0
2026-01-18 12:00:00,2026-01-18,241,Premium Arabica Coffee 250g (Batch 9),Packaged Foods,451.48,93,93,5.5,5.0,5.2,0,6,2,0.0636,44,13,0,0,0,0.962,-0.038,30.0,18.6,2.114,63.0,7.154,2257.4,0
2026-01-18 15:00:00,2026-01-18,242,Organic Rolled Oats 1kg (Batch 9),Packaged Foods,211.49,60,60,17.5,17.2,17.1,0,8,3,0.0864,178,42,0,1,1,1.006,0.006,137.6,3.49,0.337,-77.6,1.429,3637.63,0
2026-01-18 18:00:00,2026-01-18,243,Dark Chocolate Bar 70% (Batch 9),Snacks & Confectionery,145.03,125,26,19.3,21.8,18.1,-17,5,5,0.1732,135,45,1,1,1,1.204,0.204,109.0,5.73,0.926,16.0,2.778,3161.65,99
2026-01-18 21:00:00,2026-01-18,244,Almond Granola Bites (Batch 9),Snacks & Confectionery,268.1,127,127,13.7,11.8,14.0,0,9,1,0.0269,161,35,0,0,0,0.843,-0.157,106.2,10.76,0.789,20.8,3.629,3163.58,0
2026-01-19 00:00:00,2026-01-19,245,Antibacterial Hand Wash 500ml (Batch 9),Personal Care,145.38,28,28,11.1,9.8,10.2,0,2,2,0.0807,45,25,0,1,1,0.961,-0.039,19.6,2.86,0.622,8.4,1.12,1424.72,0
2026-01-19 03:00:00,2026-01-19,246,Hydrating Shampoo 400ml (Batch 9),Personal Care,360.86,161,161,7.8,8.5,7.9,-23,8,6,0.0436,82,19,1,0,0,1.076,0.076,68.0,18.94,1.963,93.0,8.474,3067.31,0
2026-01-19 06:00:00,2026-01-19,247,Biodegradable Dish Soap 1L (Batch 9),Household & Cleaning,194.97,45,45,8.8,8.8,9.0,0,8,2,0.0641,94,22,0,1,1,0.978,-0.022,70.4,5.11,0.479,-25.4,2.045,1715.74,0
2026-01-19 09:00:00,2026-01-19,248,Microfiber Cleaning Cloths 4-Pack (Batch 9),Household & Cleaning,189.11,13,13,8.4,8.8,8.7,0,5,3,0.0344,64,21,0,1,1,1.011,0.011,44.0,1.48,0.203,-31.0,0.619,1664.17,0
2026-01-19 12:00:00,2026-01-19,249,USB-C Fast Charging Cable 2m (Batch 9),Electronics & Accessories,398.79,392,392,16.7,16.0,16.8,0,16,2,0.0781,310,42,0,0,0,0.952,-0.048,256.0,24.5,1.265,136.0,9.333,6380.64,0
2026-01-19 15:00:00,2026-01-19,250,Wireless Optical Mouse (Batch 9),Electronics & Accessories,735.41,217,17,7.2,8.1,7.7,-21,7,7,0.1541,72,19,1,1,1,1.052,0.052,56.7,26.79,3.014,160.3,11.421,5956.82,200
2026-01-19 18:00:00,2026-01-19,251,Organic Whole Milk 1L (Batch 10),Dairy & Fresh,60.0,65,65,28.6,40.7,30.4,0,5,2,0.04,228,76,0,1,1,1.339,0.339,203.5,1.6,0.285,-138.5,0.855,2442.0,0
2026-01-19 21:00:00,2026-01-19,252,Greek Yogurt 400g (Batch 10),Dairy & Fresh,133.79,238,238,19.5,19.9,18.6,0,7,1,0.0878,176,46,0,0,0,1.07,0.07,139.3,11.96,1.352,98.7,5.174,2662.42,0
2026-01-20 00:00:00,2026-01-20,253,Artisan Sourdough Bread (Batch 10),Bakery,108.67,179,179,28.6,32.3,28.7,3,1,4,0.013,99,71,0,1,1,1.125,0.125,32.3,5.54,1.808,146.7,2.521,3510.04,0
2026-01-20 03:00:00,2026-01-20,254,Sparkling Spring Water 500ml (Batch 10),Beverages,45.24,86,86,49.3,72.7,47.4,0,8,0,0.062,497,118,0,1,1,1.534,0.534,581.6,1.18,0.173,-495.6,0.729,3288.95,0
2026-01-20 06:00:00,2026-01-20,255,Cold Pressed Orange Juice 1L (Batch 10),Beverages,179.86,30,30,14.8,13.4,13.8,0,2,0,0.037,61,34,0,1,1,0.971,-0.029,26.8,2.24,0.492,3.2,0.882,2410.12,0
2026-01-20 09:00:00,2026-01-20,256,Premium Arabica Coffee 250g (Batch 10),Packaged Foods,418.1,195,195,8.2,7.4,8.9,0,8,2,0.1695,93,22,0,0,0,0.831,-0.169,59.2,26.35,2.097,135.8,8.864,3093.94,0
2026-01-20 12:00:00,2026-01-20,257,Organic Rolled Oats 1kg (Batch 10),Packaged Foods,213.65,107,107,12.2,15.3,12.9,0,5,1,0.0505,96,32,0,1,1,1.186,0.186,76.5,6.99,1.115,30.5,3.344,3268.84,0
2026-01-20 15:00:00,2026-01-20,258,Dark Chocolate Bar 70% (Batch 10),Snacks & Confectionery,164.14,9,0,7.7,7.1,8.3,-14,2,8,0.1762,36,20,1,1,1,0.855,-0.145,14.2,1.27,0.25,-5.2,0.45,1165.39,9
2026-01-20 18:00:00,2026-01-20,259,Almond Granola Bites (Batch 10),Snacks & Confectionery,251.88,104,104,11.5,15.0,10.8,0,2,4,0.0278,48,27,0,1,1,1.389,0.389,30.0,6.93,2.167,74.0,3.852,3778.2,0
2026-01-20 21:00:00,2026-01-20,260,Antibacterial Hand Wash 500ml (Batch 10),Personal Care,146.87,587,587,25.1,21.8,26.1,3,12,0,0.1099,378,65,0,0,0,0.835,-0.165,261.6,26.93,1.553,325.4,9.031,3201.77,0
2026-01-21 00:00:00,2026-01-21,261,Hydrating Shampoo 400ml (Batch 10),Personal Care,297.18,319,319,9.5,8.7,9.7,0,7,0,0.1975,91,24,0,0,0,0.897,-0.103,60.9,36.67,3.505,258.1,13.292,2585.47,0
2026-01-21 03:00:00,2026-01-21,262,Biodegradable Dish Soap 1L (Batch 10),Household & Cleaning,205.75,133,133,11.2,11.8,11.5,0,5,4,0.1166,85,28,0,0,0,1.026,0.026,59.0,11.27,1.565,74.0,4.75,2427.85,0
2026-01-21 06:00:00,2026-01-21,263,Microfiber Cleaning Cloths 4-Pack (Batch 10),Household & Cleaning,176.18,35,35,4.7,4.6,4.3,0,6,2,0.0558,35,10,0,0,0,1.07,0.07,27.6,7.61,1.0,7.4,3.5,810.43,0
2026-01-21 09:00:00,2026-01-21,264,USB-C Fast Charging Cable 2m (Batch 10),Electronics & Accessories,371.93,59,59,10.9,10.0,11.2,-2,8,2,0.1319,117,28,0,1,1,0.893,-0.107,80.0,5.9,0.504,-21.0,2.107,3719.3,0
2026-01-21 12:00:00,2026-01-21,265,Wireless Optical Mouse (Batch 10),Electronics & Accessories,873.44,118,118,9.0,9.3,8.8,0,19,2,0.137,189,22,0,0,0,1.057,0.057,176.7,12.69,0.624,-58.7,5.364,8122.99,0
2026-01-21 15:00:00,2026-01-21,266,Organic Whole Milk 1L (Batch 11),Dairy & Fresh,68.88,92,92,14.1,17.1,14.2,3,4,0,0.0156,91,35,0,1,1,1.204,0.204,68.4,5.38,1.011,23.6,2.629,1177.85,0
2026-01-21 18:00:00,2026-01-21,267,Greek Yogurt 400g (Batch 11),Dairy & Fresh,129.78,146,146,11.8,12.3,11.6,-31,1,3,0.0607,40,29,1,0,0,1.06,0.06,12.3,11.87,3.65,133.7,5.034,1596.29,0
2026-01-21 21:00:00,2026-01-21,268,Artisan Sourdough Bread (Batch 11),Bakery,106.95,38,4,14.8,16.7,16.0,-9,3,9,0.2723,88,40,1,1,1,1.044,0.044,50.1,2.28,0.432,-12.1,0.95,1786.06,34
2026-01-22 00:00:00,2026-01-22,269,Sparkling Spring Water 500ml (Batch 11),Beverages,43.52,502,502,37.4,33.3,38.9,0,6,2,0.0639,330,97,0,0,0,0.856,-0.144,199.8,15.08,1.521,302.2,5.175,1449.22,0
2026-01-22 03:00:00,2026-01-22,270,Cold Pressed Orange Juice 1L (Batch 11),Beverages,193.92,158,158,7.5,8.0,6.9,0,6,2,0.1473,58,17,0,0,0,1.159,0.159,48.0,19.75,2.724,110.0,9.294,1551.36,0
2026-01-22 06:00:00,2026-01-22,271,Premium Arabica Coffee 250g (Batch 11),Packaged Foods,454.57,98,98,9.9,11.3,9.4,0,9,2,0.005,107,23,0,0,0,1.202,0.202,101.7,8.67,0.916,-3.7,4.261,5136.64,0
2026-01-22 09:00:00,2026-01-22,272,Organic Rolled Oats 1kg (Batch 11),Packaged Foods,200.53,13,13,8.4,7.3,8.8,-2,17,3,0.0596,171,22,0,1,1,0.83,-0.17,124.1,1.78,0.076,-111.1,0.591,1463.87,0
2026-01-22 12:00:00,2026-01-22,273,Dark Chocolate Bar 70% (Batch 11),Snacks & Confectionery,145.27,0,0,15.4,15.7,14.7,0,7,0,0.0622,138,36,0,1,1,1.068,0.068,109.9,0.0,0.0,-109.9,0.0,2280.74,0
2026-01-22 15:00:00,2026-01-22,274,Almond Granola Bites (Batch 11),Snacks & Confectionery,274.65,27,27,11.5,13.3,11.1,0,6,0,0.0953,93,27,0,1,1,1.198,0.198,79.8,2.03,0.29,-52.8,1.0,3652.84,0
2026-01-22 18:00:00,2026-01-22,275,Antibacterial Hand Wash 500ml (Batch 11),Personal Care,134.69,29,29,15.3,17.5,15.6,0,11,0,0.0211,210,39,0,1,1,1.122,0.122,192.5,1.66,0.138,-163.5,0.744,2357.07,0
2026-01-22 21:00:00,2026-01-22,276,Hydrating Shampoo 400ml (Batch 11),Personal Care,343.97,411,411,14.7,15.3,14.7,0,14,3,0.0419,241,36,0,0,0,1.041,0.041,214.2,26.86,1.705,196.8,11.417,5262.74,0
2026-01-23 00:00:00,2026-01-23,277,Biodegradable Dish Soap 1L (Batch 11),Household & Cleaning,193.39,107,107,11.1,10.1,10.9,0,5,1,0.0065,81,27,0,0,0,0.927,-0.073,50.5,10.59,1.321,56.5,3.963,1953.24,0
2026-01-23 03:00:00,2026-01-23,278,Microfiber Cleaning Cloths 4-Pack (Batch 11),Household & Cleaning,188.17,81,81,7.7,8.2,7.4,0,4,1,0.0369,47,18,0,0,0,1.108,0.108,32.8,9.88,1.723,48.2,4.5,1542.99,0
2026-01-23 06:00:00,2026-01-23,279,USB-C Fast Charging Cable 2m (Batch 11),Electronics & Accessories,421.37,283,283,9.3,8.7,9.1,-34,17,5,0.0203,176,22,1,0,0,0.956,-0.044,147.9,32.53,1.608,135.1,12.864,3665.92,0
2026-01-23 09:00:00,2026-01-23,280,Wireless Optical Mouse (Batch 11),Electronics & Accessories,912.31,2,2,8.6,9.1,8.1,0,16,1,0.0372,149,20,0,1,1,1.123,0.123,145.6,0.22,0.013,-143.6,0.1,8302.02,0
2026-01-23 12:00:00,2026-01-23,281,Organic Whole Milk 1L (Batch 12),Dairy & Fresh,71.01,145,145,25.3,22.0,27.3,0,1,0,0.1079,95,68,0,1,1,0.806,-0.194,22.0,6.59,1.526,123.0,2.132,1562.22,0
2026-01-23 15:00:00,2026-01-23,282,Greek Yogurt 400g (Batch 12),Dairy & Fresh,120.91,10,10,9.4,8.1,9.0,-5,9,3,0.0481,103,22,0,1,1,0.9,-0.1,72.9,1.23,0.097,-62.9,0.455,979.37,0
2026-01-23 18:00:00,2026-01-23,283,Artisan Sourdough Bread (Batch 12),Bakery,90.06,2,2,26.4,26.6,25.5,3,1,1,0.1834,88,63,0,1,1,1.043,0.043,26.6,0.08,0.023,-24.6,0.032,2395.6,0
2026-01-23 21:00:00,2026-01-23,284,Sparkling Spring Water 500ml (Batch 12),Beverages,39.28,227,227,47.7,48.4,50.0,-34,4,8,0.042,325,125,1,1,1,0.968,-0.032,193.6,4.69,0.698,33.4,1.816,1901.15,0
2026-01-24 00:00:00,2026-01-24,285,Cold Pressed Orange Juice 1L (Batch 12),Beverages,194.36,189,189,11.4,11.0,11.7,0,7,1,0.005,110,29,0,0,0,0.94,-0.06,77.0,17.18,1.718,112.0,6.517,2137.96,0
2026-01-24 03:00:00,2026-01-24,286,Premium Arabica Coffee 250g (Batch 12),Packaged Foods,415.76,85,85,5.9,5.6,5.6,0,8,1,0.0454,58,14,0,0,0,1.0,0.0,44.8,15.18,1.466,40.2,6.071,2328.26,0
2026-01-24 06:00:00,2026-01-24,287,Organic Rolled Oats 1kg (Batch 12),Packaged Foods,233.36,189,189,16.3,16.9,15.2,0,9,1,0.0579,174,38,0,0,0,1.112,0.112,152.1,11.18,1.086,36.9,4.974,3943.78,0
2026-01-24 09:00:00,2026-01-24,288,Dark Chocolate Bar 70% (Batch 12),Snacks & Confectionery,169.38,113,113,21.6,23.7,19.9,0,6,4,0.0119,168,49,0,1,1,1.191,0.191,142.2,4.77,0.673,-29.2,2.306,4014.31,0
2026-01-24 12:00:00,2026-01-24,289,Almond Granola Bites (Batch 12),Snacks & Confectionery,245.35,4,4,5.2,6.7,5.0,0,5,0,0.1027,37,12,0,1,1,1.34,0.34,33.5,0.6,0.108,-29.5,0.333,1643.84,0
2026-01-24 15:00:00,2026-01-24,290,Antibacterial Hand Wash 500ml (Batch 12),Personal Care,141.76,288,288,18.9,18.6,20.5,0,8,3,0.005,215,51,0,0,0,0.907,-0.093,148.8,15.48,1.34,139.2,5.647,2636.74,0
2026-01-24 18:00:00,2026-01-24,291,Hydrating Shampoo 400ml (Batch 12),Personal Care,304.11,36,36,4.3,3.7,4.3,0,3,0,0.1014,22,10,0,0,0,0.86,-0.14,11.1,9.73,1.636,24.9,3.6,1125.21,0
2026-01-24 21:00:00,2026-01-24,292,Biodegradable Dish Soap 1L (Batch 12),Household & Cleaning,192.71,294,294,12.3,14.1,11.7,0,7,3,0.1559,110,29,0,0,0,1.205,0.205,98.7,20.85,2.673,195.3,10.138,2717.21,0
2026-01-25 00:00:00,2026-01-25,293,Microfiber Cleaning Cloths 4-Pack (Batch 12),Household & Cleaning,164.88,120,120,5.2,5.5,5.1,0,10,1,0.0678,63,12,0,0,0,1.078,0.078,55.0,21.82,1.905,65.0,10.0,906.84,0
2026-01-25 03:00:00,2026-01-25,294,USB-C Fast Charging Cable 2m (Batch 12),Electronics & Accessories,443.39,197,197,8.0,7.1,8.5,0,11,1,0.0397,114,21,0,0,0,0.835,-0.165,78.1,27.75,1.728,118.9,9.381,3148.07,0
2026-01-25 06:00:00,2026-01-25,295,Wireless Optical Mouse (Batch 12),Electronics & Accessories,808.09,28,28,9.5,9.7,10.2,-5,15,2,0.1009,178,25,0,1,1,0.951,-0.049,145.5,2.89,0.157,-117.5,1.12,7838.47,0
2026-01-25 09:00:00,2026-01-25,296,Organic Whole Milk 1L (Batch 13),Dairy & Fresh,63.72,78,11,24.9,23.5,24.9,-14,2,6,0.1685,111,62,1,1,1,0.944,-0.056,47.0,3.32,0.703,31.0,1.258,1497.42,67
2026-01-25 12:00:00,2026-01-25,297,Greek Yogurt 400g (Batch 13),Dairy & Fresh,133.25,77,77,12.9,11.5,14.1,0,2,1,0.0185,63,35,0,1,1,0.816,-0.184,23.0,6.7,1.222,54.0,2.2,1532.38,0
2026-01-25 15:00:00,2026-01-25,298,Artisan Sourdough Bread (Batch 13),Bakery,108.17,28,28,17.5,19.0,18.8,-2,1,2,0.0177,65,47,0,1,1,1.011,0.011,19.0,1.47,0.431,9.0,0.596,2055.23,0
2026-01-25 18:00:00,2026-01-25,299,Sparkling Spring Water 500ml (Batch 13),Beverages,43.27,533,533,40.6,41.9,44.0,0,8,1,0.0596,462,110,0,0,0,0.952,-0.048,335.2,12.72,1.154,197.8,4.845,1813.01,0
2026-01-25 21:00:00,2026-01-25,300,Cold Pressed Orange Juice 1L (Batch 13),Beverages,203.75,20,20,17.7,15.7,18.2,0,5,1,0.0889,136,45,0,1,1,0.863,-0.137,78.5,1.27,0.147,-58.5,0.444,3198.88,0
2026-01-26 00:00:00,2026-01-26,301,Premium Arabica Coffee 250g (Batch 13),Packaged Foods,464.42,3,3,8.4,9.3,8.6,0,2,1,0.0738,38,21,0,1,1,1.081,0.081,18.6,0.32,0.079,-15.6,0.143,4319.11,0
2026-01-26 03:00:00,2026-01-26,302,Organic Rolled Oats 1kg (Batch 13),Packaged Foods,206.9,649,649,23.8,27.2,26.1,0,4,2,0.0943,169,65,0,0,0,1.042,0.042,108.8,23.86,3.84,540.2,9.985,5627.68,0
2026-01-26 06:00:00,2026-01-26,303,Dark Chocolate Bar 70% (Batch 13),Snacks & Confectionery,169.64,29,29,17.0,35.8,16.9,0,6,1,0.007,143,42,0,1,1,2.118,1.118,214.8,0.81,0.203,-185.8,0.69,6073.11,0
2026-01-26 09:00:00,2026-01-26,304,Almond Granola Bites (Batch 13),Snacks & Confectionery,230.59,10,1,10.4,10.6,9.6,-15,3,8,0.2536,52,24,1,1,1,1.104,0.104,31.8,0.94,0.192,-21.8,0.417,2444.25,9
2026-01-26 12:00:00,2026-01-26,305,Antibacterial Hand Wash 500ml (Batch 13),Personal Care,157.39,325,325,19.9,17.7,20.6,0,6,2,0.069,174,51,0,0,0,0.859,-0.141,106.2,18.36,1.868,218.8,6.373,2785.8,0
2026-01-26 15:00:00,2026-01-26,306,Hydrating Shampoo 400ml (Batch 13),Personal Care,302.07,78,78,7.1,7.1,7.7,-5,7,2,0.0385,72,19,0,0,0,0.922,-0.078,49.7,10.99,1.083,28.3,4.105,2144.7,0
2026-01-26 18:00:00,2026-01-26,307,Biodegradable Dish Soap 1L (Batch 13),Household & Cleaning,214.08,31,31,6.6,9.7,6.3,0,3,3,0.0114,33,15,0,1,1,1.54,0.54,29.1,3.2,0.939,1.9,2.067,2076.58,0
2026-01-26 21:00:00,2026-01-26,308,Microfiber Cleaning Cloths 4-Pack (Batch 13),Household & Cleaning,190.29,52,52,6.4,7.4,6.0,0,10,0,0.0865,75,15,0,0,0,1.233,0.233,74.0,7.03,0.693,-22.0,3.467,1408.15,0
2026-01-27 00:00:00,2026-01-27,309,USB-C Fast Charging Cable 2m (Batch 13),Electronics & Accessories,431.03,174,174,11.8,12.3,11.0,0,17,0,0.0332,214,27,0,0,0,1.118,0.118,209.1,14.15,0.813,-35.1,6.444,5301.67,0
2026-01-27 03:00:00,2026-01-27,310,Wireless Optical Mouse (Batch 13),Electronics & Accessories,902.03,329,329,5.7,5.3,6.0,0,14,0,0.0209,99,15,0,0,0,0.883,-0.117,74.2,62.07,3.323,254.8,21.933,4780.76,0
2026-01-27 06:00:00,2026-01-27,311,Organic Whole Milk 1L (Batch 14),Dairy & Fresh,66.57,269,269,36.2,32.6,35.2,0,1,2,0.1205,123,88,0,0,0,0.926,-0.074,32.6,8.25,2.187,236.4,3.057,2170.18,0
2026-01-27 09:00:00,2026-01-27,312,Greek Yogurt 400g (Batch 14),Dairy & Fresh,112.33,0,0,9.8,9.3,9.8,0,4,0,0.0293,63,24,0,1,1,0.949,-0.051,37.2,0.0,0.0,-37.2,0.0,1044.67,0
2026-01-27 12:00:00,2026-01-27,313,Artisan Sourdough Bread (Batch 14),Bakery,102.89,163,163,22.5,20.8,23.1,-5,2,3,0.008,103,57,0,0,0,0.9,-0.1,41.6,7.84,1.583,121.4,2.86,2140.11,0
