timestamp,snapshotDate,productId,productName,category,unitPrice,currentInventory,physicalInventory,historicalSales,salesVelocity7d,salesVelocity30d,inventoryAdjustments,replenishmentDelay,exceptionFrequency,shrinkageIndicator,reorderPoint,safetyStock,isAnomalyLabel,stockoutWithinNext7Days,stockoutOccurred
2026-01-19 15:00:00,2026-01-19,250,Wireless Optical Mouse (Batch 9),Electronics & Accessories,735.41,217,17,7.2,8.1,7.7,-21,7,7,0.1541,72,19,1,1,1
2026-01-19 18:00:00,2026-01-19,251,Organic Whole Milk 1L (Batch 10),Dairy & Fresh,60.0,65,65,28.6,40.7,30.4,0,5,2,0.04,228,76,0,1,1
2026-01-19 21:00:00,2026-01-19,252,Greek Yogurt 400g (Batch 10),Dairy & Fresh,133.79,238,238,19.5,19.9,18.6,0,7,1,0.0878,176,46,0,0,0
2026-01-20 00:00:00,2026-01-20,253,Artisan Sourdough Bread (Batch 10),Bakery,108.67,179,179,28.6,32.3,28.7,3,1,4,0.013,99,71,0,1,1
2026-01-20 03:00:00,2026-01-20,254,Sparkling Spring Water 500ml (Batch 10),Beverages,45.24,86,86,49.3,72.7,47.4,0,8,0,0.062,497,118,0,1,1
2026-01-20 06:00:00,2026-01-20,255,Cold Pressed Orange Juice 1L (Batch 10),Beverages,179.86,30,30,14.8,13.4,13.8,0,2,0,0.037,61,34,0,1,1
2026-01-20 09:00:00,2026-01-20,256,Premium Arabica Coffee 250g (Batch 10),Packaged Foods,418.1,195,195,8.2,7.4,8.9,0,8,2,0.1695,93,22,0,0,0
2026-01-20 12:00:00,2026-01-20,257,Organic Rolled Oats 1kg (Batch 10),Packaged Foods,213.65,107,107,12.2,15.3,12.9,0,5,1,0.0505,96,32,0,1,1
2026-01-20 15:00:00,2026-01-20,258,Dark Chocolate Bar 70% (Batch 10),Snacks & Confectionery,164.14,9,0,7.7,7.1,8.3,-14,2,8,0.1762,36,20,1,1,1
2026-01-20 18:00:00,2026-01-20,259,Almond Granola Bites (Batch 10),Snacks & Confectionery,251.88,104,104,11.5,15.0,10.8,0,2,4,0.0278,48,27,0,1,1
2026-01-20 21:00:00,2026-01-20,260,Antibacterial Hand Wash 500ml (Batch 10),Personal Care,146.87,587,587,25.1,21.8,26.1,3,12,0,0.1099,378,65,0,0,0
2026-01-21 00:00:00,2026-01-21,261,Hydrating Shampoo 400ml (Batch 10),Personal Care,297.18,319,319,9.5,8.7,9.7,0,7,0,0.1975,91,24,0,0,0
2026-01-21 03:00:00,2026-01-21,262,Biodegradable Dish Soap 1L (Batch 10),Household & Cleaning,205.75,133,133,11.2,11.8,11.5,0,5,4,0.1166,85,28,0,0,0
2026-01-21 06:00:00,2026-01-21,263,Microfiber Cleaning Cloths 4-Pack (Batch 10),Household & Cleaning,176.18,35,35,4.7,4.6,4.3,0,6,2,0.0558,35,10,0,0,0
2026-01-21 09:00:00,2026-01-21,264,USB-C Fast Charging Cable 2m (Batch 10),Electronics & Accessories,371.93,59,59,10.9,10.0,11.2,-2,8,2,0.1319,117,28,0,1,1
2026-01-21 12:00:00,2026-01-21,265,Wireless Optical Mouse (Batch 10),Electronics & Accessories,873.44,118,118,9.0,9.3,8.8,0,19,2,0.137,189,22,0,0,0
2026-01-21 15:00:00,2026-01-21,266,Organic Whole Milk 1L (Batch 11),Dairy & Fresh,68.88,92,92,14.1,17.1,14.2,3,4,0,0.0156,91,35,0,1,1
2026-01-21 18:00:00,2026-01-21,267,Greek Yogurt 400g (Batch 11),Dairy & Fresh,129.78,146,146,11.8,12.3,11.6,-31,1,3,0.0607,40,29,1,0,0
2026-01-21 21:00:00,2026-01-21,268,Artisan Sourdough Bread (Batch 11),Bakery,106.95,38,4,14.8,16.7,16.0,-9,3,9,0.2723,88,40,1,1,1
2026-01-22 00:00:00,2026-01-22,269,Sparkling Spring Water 500ml (Batch 11),Beverages,43.52,502,502,37.4,33.3,38.9,0,6,2,0.0639,330,97,0,0,0
2026-01-22 03:00:00,2026-01-22,270,Cold Pressed Orange Juice 1L (Batch 11),Beverages,193.92,158,158,7.5,8.0,6.9,0,6,2,0.1473,58,17,0,0,0
2026-01-22 06:00:00,2026-01-22,271,Premium Arabica Coffee 250g (Batch 11),Packaged Foods,454.57,98,98,9.9,11.3,9.4,0,9,2,0.005,107,23,0,0,0
2026-01-22 09:00:00,2026-01-22,272,Organic Rolled Oats 1kg (Batch 11),Packaged Foods,200.53,13,13,8.4,7.3,8.8,-2,17,3,0.0596,171,22,0,1,1
2026-01-22 12:00:00,2026-01-22,273,Dark Chocolate Bar 70% (Batch 11),Snacks & Confectionery,145.27,0,0,15.4,15.7,14.7,0,7,0,0.0622,138,36,0,1,1
2026-01-22 15:00:00,2026-01-22,274,Almond Granola Bites (Batch 11),Snacks & Confectionery,274.65,27,27,11.5,13.3,11.1,0,6,0,0.0953,93,27,0,1,1
2026-01-22 18:00:00,2026-01-22,275,Antibacterial Hand Wash 500ml (Batch 11),Personal Care,134.69,29,29,15.3,17.5,15.6,0,11,0,0.0211,210,39,0,1,1
2026-01-22 21:00:00,2026-01-22,276,Hydrating Shampoo 400ml (Batch 11),Personal Care,343.97,411,411,14.7,15.3,14.7,0,14,3,0.0419,241,36,0,0,0
2026-01-23 00:00:00,2026-01-23,277,Biodegradable Dish Soap 1L (Batch 11),Household & Cleaning,193.39,107,107,11.1,10.1,10.9,0,5,1,0.0065,81,27,0,0,0
2026-01-23 03:00:00,2026-01-23,278,Microfiber Cleaning Cloths 4-Pack (Batch 11),Household & Cleaning,188.17,81,81,7.7,8.2,7.4,0,4,1,0.0369,47,18,0,0,0
2026-01-23 06:00:00,2026-01-23,279,USB-C Fast Charging Cable 2m (Batch 11),Electronics & Accessories,421.37,283,283,9.3,8.7,9.1,-34,17,5,0.0203,176,22,1,0,0
2026-01-23 09:00:00,2026-01-23,280,Wireless Optical Mouse (Batch 11),Electronics & Accessories,912.31,2,2,8.6,9.1,8.1,0,16,1,0.0372,149,20,0,1,1
2026-01-23 12:00:00,2026-01-23,281,Organic Whole Milk 1L (Batch 12),Dairy & Fresh,71.01,145,145,25.3,22.0,27.3,0,1,0,0.1079,95,68,0,1,1
2026-01-23 15:00:00,2026-01-23,282,Greek Yogurt 400g (Batch 12),Dairy & Fresh,120.91,10,10,9.4,8.1,9.0,-5,9,3,0.0481,103,22,0,1,1
2026-01-23 18:00:00,2026-01-23,283,Artisan Sourdough Bread (Batch 12),Bakery,90.06,2,2,26.4,26.6,25.5,3,1,1,0.1834,88,63,0,1,1
2026-01-23 21:00:00,2026-01-23,284,Sparkling Spring Water 500ml (Batch 12),Beverages,39.28,227,227,47.7,48.4,50.0,-34,4,8,0.042,325,125,1,1,1
2026-01-24 00:00:00,2026-01-24,285,Cold Pressed Orange Juice 1L (Batch 12),Beverages,194.36,189,189,11.4,11.0,11.7,0,7,1,0.005,110,29,0,0,0
2026-01-24 03:00:00,2026-01-24,286,Premium Arabica Coffee 250g (Batch 12),Packaged Foods,415.76,85,85,5.9,5.6,5.6,0,8,1,0.0454,58,14,0,0,0
2026-01-24 06:00:00,2026-01-24,287,Organic Rolled Oats 1kg (Batch 12),Packaged Foods,233.36,189,189,16.3,16.9,15.2,0,9,1,0.0579,174,38,0,0,0
2026-01-24 09:00:00,2026-01-24,288,Dark Chocolate Bar 70% (Batch 12),Snacks & Confectionery,169.38,113,113,21.6,23.7,19.9,0,6,4,0.0119,168,49,0,1,1
2026-01-24 12:00:00,2026-01-24,289,Almond Granola Bites (Batch 12),Snacks & Confectionery,245.35,4,4,5.2,6.7,5.0,0,5,0,0.1027,37,12,0,1,1
2026-01-24 15:00:00,2026-01-24,290,Antibacterial Hand Wash 500ml (Batch 12),Personal Care,141.76,288,288,18.9,18.6,20.5,0,8,3,0.005,215,51,0,0,0
2026-01-24 18:00:00,2026-01-24,291,Hydrating Shampoo 400ml (Batch 12),Personal Care,304.11,36,36,4.3,3.7,4.3,0,3,0,0.1014,22,10,0,0,0
2026-01-24 21:00:00,2026-01-24,292,Biodegradable Dish Soap 1L (Batch 12),Household & Cleaning,192.71,294,294,12.3,14.1,11.7,0,7,3,0.1559,110,29,0,0,0
2026-01-25 00:00:00,2026-01-25,293,Microfiber Cleaning Cloths 4-Pack (Batch 12),Household & Cleaning,164.88,120,120,5.2,5.5,5.1,0,10,1,0.0678,63,12,0,0,0
2026-01-25 03:00:00,2026-01-25,294,USB-C Fast Charging Cable 2m (Batch 12),Electronics & Accessories,443.39,197,197,8.0,7.1,8.5,0,11,1,0.0397,114,21,0,0,0
2026-01-25 06:00:00,2026-01-25,295,Wireless Optical Mouse (Batch 12),Electronics & Accessories,808.09,28,28,9.5,9.7,10.2,-5,15,2,0.1009,178,25,0,1,1
2026-01-25 09:00:00,2026-01-25,296,Organic Whole Milk 1L (Batch 13),Dairy & Fresh,63.72,78,11,24.9,23.5,24.9,-14,2,6,0.1685,111,62,1,1,1
2026-01-25 12:00:00,2026-01-25,297,Greek Yogurt 400g (Batch 13),Dairy & Fresh,133.25,77,77,12.9,11.5,14.1,0,2,1,0.0185,63,35,0,1,1
2026-01-25 15:00:00,2026-01-25,298,Artisan Sourdough Bread (Batch 13),Bakery,108.17,28,28,17.5,19.0,18.8,-2,1,2,0.0177,65,47,0,1,1
2026-01-25 18:00:00,2026-01-25,299,Sparkling Spring Water 500ml (Batch 13),Beverages,43.27,533,533,40.6,41.9,44.0,0,8,1,0.0596,462,110,0,0,0
2026-01-25 21:00:00,2026-01-25,300,Cold Pressed Orange Juice 1L (Batch 13),Beverages,203.75,20,20,17.7,15.7,18.2,0,5,1,0.0889,136,45,0,1,1
2026-01-26 00:00:00,2026-01-26,301,Premium Arabica Coffee 250g (Batch 13),Packaged Foods,464.42,3,3,8.4,9.3,8.6,0,2,1,0.0738,38,21,0,1,1
2026-01-26 03:00:00,2026-01-26,302,Organic Rolled Oats 1kg (Batch 13),Packaged Foods,206.9,649,649,23.8,27.2,26.1,0,4,2,0.0943,169,65,0,0,0
2026-01-26 06:00:00,2026-01-26,303,Dark Chocolate Bar 70% (Batch 13),Snacks & Confectionery,169.64,29,29,17.0,35.8,16.9,0,6,1,0.007,143,42,0,1,1
2026-01-26 09:00:00,2026-01-26,304,Almond Granola Bites (Batch 13),Snacks & Confectionery,230.59,10,1,10.4,10.6,9.6,-15,3,8,0.2536,52,24,1,1,1
2026-01-26 12:00:00,2026-01-26,305,Antibacterial Hand Wash 500ml (Batch 13),Personal Care,157.39,325,325,19.9,17.7,20.6,0,6,2,0.069,174,51,0,0,0
2026-01-26 15:00:00,2026-01-26,306,Hydrating Shampoo 400ml (Batch 13),Personal Care,302.07,78,78,7.1,7.1,7.7,-5,7,2,0.0385,72,19,0,0,0
2026-01-26 18:00:00,2026-01-26,307,Biodegradable Dish Soap 1L (Batch 13),Household & Cleaning,214.08,31,31,6.6,9.7,6.3,0,3,3,0.0114,33,15,0,1,1
2026-01-26 21:00:00,2026-01-26,308,Microfiber Cleaning Cloths 4-Pack (Batch 13),Household & Cleaning,190.29,52,52,6.4,7.4,6.0,0,10,0,0.0865,75,15,0,0,0
2026-01-27 00:00:00,2026-01-27,309,USB-C Fast Charging Cable 2m (Batch 13),Electronics & Accessories,431.03,174,174,11.8,12.3,11.0,0,17,0,0.0332,214,27,0,0,0
2026-01-27 03:00:00,2026-01-27,310,Wireless Optical Mouse (Batch 13),Electronics & Accessories,902.03,329,329,5.7,5.3,6.0,0,14,0,0.0209,99,15,0,0,0
2026-01-27 06:00:00,2026-01-27,311,Organic Whole Milk 1L (Batch 14),Dairy & Fresh,66.57,269,269,36.2,32.6,35.2,0,1,2,0.1205,123,88,0,0,0
2026-01-27 09:00:00,2026-01-27,312,Greek Yogurt 400g (Batch 14),Dairy & Fresh,112.33,0,0,9.8,9.3,9.8,0,4,0,0.0293,63,24,0,1,1
2026-01-27 12:00:00,2026-01-27,313,Artisan Sourdough Bread (Batch 14),Bakery,102.89,163,163,22.5,20.8,23.1,-5,2,3,0.008,103,57,0,0,0
2026-01-27 15:00:00,2026-01-27,314,Sparkling Spring Water 500ml (Batch 14),Beverages,43.19,201,201,26.3,35.0,28.7,0,5,2,0.039,214,71,0,1,1
2026-01-27 18:00:00,2026-01-27,315,Cold Pressed Orange Juice 1L (Batch 14),Beverages,174.84,78,78,10.2,10.7,9.7,-24,5,4,0.1438,72,24,1,0,0
2026-01-27 21:00:00,2026-01-27,316,Premium Arabica Coffee 250g (Batch 14),Packaged Foods,513.63,82,3,8.9,8.0,9.4,-9,7,6,0.1829,88,23,1,1,1
2026-01-28 00:00:00,2026-01-28,317,Organic Rolled Oats 1kg (Batch 14),Packaged Foods,209.98,22,22,21.5,22.8,19.4,0,8,1,0.0403,203,48,0,1,1
2026-01-28 03:00:00,2026-01-28,318,Dark Chocolate Bar 70% (Batch 14),Snacks & Confectionery,154.65,275,275,16.2,17.0,17.2,0,2,4,0.0753,77,43,0,0,0
2026-01-28 06:00:00,2026-01-28,319,Almond Granola Bites (Batch 14),Snacks & Confectionery,264.13,35,35,9.5,9.3,8.7,0,4,2,0.1802,55,21,0,1,1
2026-01-28 09:00:00,2026-01-28,320,Antibacterial Hand Wash 500ml (Batch 14),Personal Care,156.82,416,416,32.6,77.6,30.0,0,7,1,0.1119,285,75,0,1,1
2026-01-28 12:00:00,2026-01-28,321,Hydrating Shampoo 400ml (Batch 14),Personal Care,310.89,64,64,7.9,7.9,8.4,0,12,0,0.0191,121,21,0,0,0
2026-01-28 15:00:00,2026-01-28,322,Biodegradable Dish Soap 1L (Batch 14),Household & Cleaning,186.27,22,22,3.1,3.3,3.1,-5,2,0,0.0289,13,7,0,1,1
2026-01-28 18:00:00,2026-01-28,323,Microfiber Cleaning Cloths 4-Pack (Batch 14),Household & Cleaning,189.93,120,120,6.5,6.5,6.4,0,5,1,0.0144,48,16,0,0,0
2026-01-28 21:00:00,2026-01-28,324,USB-C Fast Charging Cable 2m (Batch 14),Electronics & Accessories,408.32,122,122,11.6,12.1,11.2,0,5,1,0.0397,84,28,0,0,0
2026-01-29 00:00:00,2026-01-29,325,Wireless Optical Mouse (Batch 14),Electronics & Accessories,770.4,159,159,8.3,3.5,8.6,0,11,1,0.0361,115,21,0,0,0
2026-01-29 03:00:00,2026-01-29,326,Organic Whole Milk 1L (Batch 15),Dairy & Fresh,58.75,225,225,33.9,32.7,30.9,0,2,0,0.0468,138,77,0,1,1
2026-01-29 06:00:00,2026-01-29,327,Greek Yogurt 400g (Batch 15),Dairy & Fresh,127.97,10,10,6.0,5.4,5.4,0,2,0,0.0462,23,13,0,1,1
2026-01-29 09:00:00,2026-01-29,328,Artisan Sourdough Bread (Batch 15),Bakery,106.01,199,199,20.4,21.4,20.2,0,6,1,0.0239,171,50,0,0,0
2026-01-29 12:00:00,2026-01-29,329,Sparkling Spring Water 500ml (Batch 15),Beverages,43.18,315,315,60.6,51.9,63.1,0,2,2,0.0807,283,157,0,1,1
2026-01-29 15:00:00,2026-01-29,330,Cold Pressed Orange Juice 1L (Batch 15),Beverages,176.16,40,40,9.7,8.4,9.5,0,7,1,0.0447,89,23,0,1,1
2026-01-29 18:00:00,2026-01-29,331,Premium Arabica Coffee 250g (Batch 15),Packaged Foods,497.84,218,218,11.4,11.2,12.4,0,11,2,0.0255,167,31,0,0,0
2026-01-29 21:00:00,2026-01-29,332,Organic Rolled Oats 1kg (Batch 15),Packaged Foods,222.89,600,600,25.9,12.0,27.6,0,10,1,0.0467,345,69,0,0,0
2026-01-30 00:00:00,2026-01-30,333,Dark Chocolate Bar 70% (Batch 15),Snacks & Confectionery,151.58,100,100,18.1,16.9,19.5,0,3,1,0.0791,106,48,0,1,1
2026-01-30 03:00:00,2026-01-30,334,Almond Granola Bites (Batch 15),Snacks & Confectionery,273.27,14,14,11.1,11.6,10.4,0,6,5,0.0232,88,26,0,1,1
2026-01-30 06:00:00,2026-01-30,335,Antibacterial Hand Wash 500ml (Batch 15),Personal Care,139.98,429,429,27.9,29.2,29.3,-5,9,1,0.035,336,73,0,0,0
2026-01-30 09:00:00,2026-01-30,336,Hydrating Shampoo 400ml (Batch 15),Personal Care,329.95,200,200,11.5,9.9,11.9,-5,7,3,0.0176,112,29,0,0,0
2026-01-30 12:00:00,2026-01-30,337,Biodegradable Dish Soap 1L (Batch 15),Household & Cleaning,174.8,110,110,9.8,11.0,10.5,-18,9,8,0.0218,120,26,1,0,0
2026-01-30 15:00:00,2026-01-30,338,Microfiber Cleaning Cloths 4-Pack (Batch 15),Household & Cleaning,201.66,192,192,4.7,4.3,5.0,0,10,1,0.072,62,12,0,0,0
2026-01-30 18:00:00,2026-01-30,339,USB-C Fast Charging Cable 2m (Batch 15),Electronics & Accessories,394.64,267,267,5.1,6.1,5.4,0,17,2,0.0447,104,13,0,0,0
2026-01-30 21:00:00,2026-01-30,340,Wireless Optical Mouse (Batch 15),Electronics & Accessories,853.5,220,220,6.2,5.6,5.9,-5,15,2,0.0331,102,14,0,0,0
2026-01-31 00:00:00,2026-01-31,341,Organic Whole Milk 1L (Batch 16),Dairy & Fresh,65.92,20,3,21.1,22.3,19.4,-5,1,7,0.2026,67,48,1,1,1
2026-01-31 03:00:00,2026-01-31,342,Greek Yogurt 400g (Batch 16),Dairy & Fresh,132.25,117,117,10.6,12.0,10.4,0,4,2,0.099,67,26,0,0,0
2026-01-31 06:00:00,2026-01-31,343,Artisan Sourdough Bread (Batch 16),Bakery,92.56,41,41,19.6,18.4,19.6,0,1,1,0.0958,68,49,0,1,1
2026-01-31 09:00:00,2026-01-31,344,Sparkling Spring Water 500ml (Batch 16),Beverages,40.39,221,221,28.1,29.8,26.6,0,5,0,0.1011,199,66,0,0,0
2026-01-31 12:00:00,2026-01-31,345,Cold Pressed Orange Juice 1L (Batch 16),Beverages,193.9,301,301,10.7,11.2,11.5,-10,8,2,0.0267,120,28,0,0,0
2026-01-31 15:00:00,2026-01-31,346,Premium Arabica Coffee 250g (Batch 16),Packaged Foods,463.51,64,64,10.5,11.5,9.6,0,3,4,0.1916,52,24,0,1,1
2026-01-31 18:00:00,2026-01-31,347,Organic Rolled Oats 1kg (Batch 16),Packaged Foods,194.59,521,521,22.6,22.9,23.9,-2,11,3,0.098,321,59,0,0,0
2026-01-31 21:00:00,2026-01-31,348,Dark Chocolate Bar 70% (Batch 16),Snacks & Confectionery,171.04,65,65,22.6,25.5,24.4,0,6,0,0.0421,207,61,0,1,1
2026-02-01 00:00:00,2026-02-01,349,Almond Granola Bites (Batch 16),Snacks & Confectionery,262.88,115,115,7.7,6.8,8.4,0,4,2,0.0344,54,21,0,0,0
2026-02-01 03:00:00,2026-02-01,350,Antibacterial Hand Wash 500ml (Batch 16),Personal Care,158.31,113,113,11.5,18.3,10.9,0,7,0,0.0297,103,27,0,1,1
2026-02-01 06:00:00,2026-02-01,101,Hydrating Shampoo 400ml (Batch 16),Personal Care,306.48,16,16,12.2,11.1,11.7,0,8,0,0.0356,122,29,0,1,1
2026-02-01 09:00:00,2026-02-01,102,Biodegradable Dish Soap 1L (Batch 16),Household & Cleaning,193.57,198,198,12.9,14.1,13.9,0,4,2,0.0286,89,34,0,0,0
2026-02-01 12:00:00,2026-02-01,103,Microfiber Cleaning Cloths 4-Pack (Batch 16),Household & Cleaning,185.91,11,11,5.9,5.7,6.1,0,11,1,0.0234,82,15,0,1,1
2026-02-01 15:00:00,2026-02-01,104,USB-C Fast Charging Cable 2m (Batch 16),Electronics & Accessories,442.39,80,80,14.2,12.8,12.9,0,17,1,0.1307,251,32,0,1,1
2026-02-01 18:00:00,2026-02-01,105,Wireless Optical Mouse (Batch 16),Electronics & Accessories,789.14,26,26,4.9,5.4,4.7,-10,10,4,0.0218,58,11,0,1,1
2026-02-01 21:00:00,2026-02-01,106,Organic Whole Milk 1L (Batch 17),Dairy & Fresh,69.33,56,56,28.6,31.5,27.2,0,4,3,0.1433,176,68,0,1,1
2026-02-02 00:00:00,2026-02-02,107,Greek Yogurt 400g (Batch 17),Dairy & Fresh,132.08,45,45,13.2,14.3,12.2,0,3,2,0.0777,66,30,0,1,1
2026-02-02 03:00:00,2026-02-02,108,Artisan Sourdough Bread (Batch 17),Bakery,95.78,178,178,15.7,16.3,15.1,-35,1,6,0.0392,52,37,1,0,0
2026-02-02 06:00:00,2026-02-02,109,Sparkling Spring Water 500ml (Batch 17),Beverages,45.96,46,5,31.3,73.4,29.5,-6,4,7,0.293,191,73,1,1,1
2026-02-02 09:00:00,2026-02-02,110,Cold Pressed Orange Juice 1L (Batch 17),Beverages,203.02,282,282,17.2,19.3,16.1,-2,6,1,0.0193,136,40,0,0,0
2026-02-02 12:00:00,2026-02-02,111,Premium Arabica Coffee 250g (Batch 17),Packaged Foods,440.83,50,50,4.1,4.2,3.8,0,10,1,0.0457,47,9,0,0,0
2026-02-02 15:00:00,2026-02-02,112,Organic Rolled Oats 1kg (Batch 17),Packaged Foods,194.94,159,159,10.4,13.5,9.8,0,8,0,0.057,102,24,0,0,0
2026-02-02 18:00:00,2026-02-02,113,Dark Chocolate Bar 70% (Batch 17),Snacks & Confectionery,161.55,43,43,22.2,21.2,22.5,0,5,0,0.0785,168,56,0,1,1
2026-02-02 21:00:00,2026-02-02,114,Almond Granola Bites (Batch 17),Snacks & Confectionery,235.35,133,133,11.8,11.4,11.2,0,16,2,0.0513,207,28,0,0,0
2026-02-03 00:00:00,2026-02-03,115,Antibacterial Hand Wash 500ml (Batch 17),Personal Care,151.17,23,23,11.8,11.1,12.9,0,3,0,0.0126,70,32,0,1,1
2026-02-03 03:00:00,2026-02-03,116,Hydrating Shampoo 400ml (Batch 17),Personal Care,291.25,282,282,11.6,10.0,12.7,0,6,0,0.005,107,31,0,0,0
2026-02-03 06:00:00,2026-02-03,117,Biodegradable Dish Soap 1L (Batch 17),Household & Cleaning,198.24,11,11,5.3,4.6,5.0,-2,11,1,0.0517,67,12,0,1,1
2026-02-03 09:00:00,2026-02-03,118,Microfiber Cleaning Cloths 4-Pack (Batch 17),Household & Cleaning,186.33,81,16,7.9,8.1,7.4,-19,7,11,0.184,69,18,1,1,1
2026-02-03 12:00:00,2026-02-03,119,USB-C Fast Charging Cable 2m (Batch 17),Electronics & Accessories,365.25,51,51,12.1,10.6,12.6,0,15,2,0.0055,220,31,0,1,1
2026-02-03 15:00:00,2026-02-03,120,Wireless Optical Mouse (Batch 17),Electronics & Accessories,861.75,40,1,4.1,3.6,3.9,-15,17,4,0.1981,75,9,1,1,1
2026-02-03 18:00:00,2026-02-03,121,Organic Whole Milk 1L (Batch 18),Dairy & Fresh,70.0,82,17,22.5,22.8,22.3,-15,4,11,0.2807,144,55,1,1,1
2026-02-03 21:00:00,2026-02-03,122,Greek Yogurt 400g (Batch 18),Dairy & Fresh,133.62,81,81,8.4,7.2,8.7,0,2,0,0.0555,38,21,0,0,0
2026-02-04 00:00:00,2026-02-04,123,Artisan Sourdough Bread (Batch 18),Bakery,108.13,93,93,20.8,21.9,19.8,0,2,2,0.0359,88,49,0,1,1
2026-02-04 03:00:00,2026-02-04,124,Sparkling Spring Water 500ml (Batch 18),Beverages,45.31,609,609,42.5,41.5,40.5,3,5,3,0.0834,303,101,0,0,0
2026-02-04 06:00:00,2026-02-04,125,Cold Pressed Orange Juice 1L (Batch 18),Beverages,187.77,51,51,14.7,13.5,14.9,0,3,3,0.0103,81,37,0,1,1
2026-02-04 09:00:00,2026-02-04,126,Premium Arabica Coffee 250g (Batch 18),Packaged Foods,459.91,159,159,7.4,7.8,7.7,-5,12,6,0.0759,111,19,0,0,0
2026-02-04 12:00:00,2026-02-04,127,Organic Rolled Oats 1kg (Batch 18),Packaged Foods,191.05,14,14,14.1,13.4,14.6,0,3,1,0.0551,79,36,0,1,1
2026-02-04 15:00:00,2026-02-04,128,Dark Chocolate Bar 70% (Batch 18),Snacks & Confectionery,169.61,187,187,12.4,10.6,13.3,0,5,0,0.024,99,33,0,0,0
2026-02-04 18:00:00,2026-02-04,129,Almond Granola Bites (Batch 18),Snacks & Confectionery,261.89,14,14,8.2,11.6,7.9,0,6,2,0.0445,66,19,0,1,1
2026-02-04 21:00:00,2026-02-04,130,Antibacterial Hand Wash 500ml (Batch 18),Personal Care,140.09,2,2,21.0,22.2,22.2,0,1,0,0.0337,77,55,0,1,1
2026-02-05 00:00:00,2026-02-05,131,Hydrating Shampoo 400ml (Batch 18),Personal Care,339.18,110,110,6.8,8.3,6.7,0,11,1,0.0185,89,16,0,0,0
2026-02-05 03:00:00,2026-02-05,132,Biodegradable Dish Soap 1L (Batch 18),Household & Cleaning,195.67,140,140,11.9,12.1,10.8,0,10,3,0.0948,135,27,0,0,0
2026-02-05 06:00:00,2026-02-05,133,Microfiber Cleaning Cloths 4-Pack (Batch 18),Household & Cleaning,179.98,211,211,6.4,14.6,7.0,0,9,2,0.0252,80,17,0,0,0
2026-02-05 09:00:00,2026-02-05,134,USB-C Fast Charging Cable 2m (Batch 18),Electronics & Accessories,424.27,51,51,10.1,10.7,10.2,0,8,2,0.1629,106,25,0,1,1
2026-02-05 12:00:00,2026-02-05,135,Wireless Optical Mouse (Batch 18),Electronics & Accessories,854.98,158,158,8.2,9.0,8.2,0,7,0,0.028,77,20,0,0,0
2026-02-05 15:00:00,2026-02-05,136,Organic Whole Milk 1L (Batch 19),Dairy & Fresh,68.25,186,186,38.4,42.7,34.7,0,2,2,0.2155,155,86,0,1,1
2026-02-05 18:00:00,2026-02-05,137,Greek Yogurt 400g (Batch 19),Dairy & Fresh,110.26,89,89,17.7,17.2,17.1,0,3,2,0.0493,93,42,0,1,1
2026-02-05 21:00:00,2026-02-05,138,Artisan Sourdough Bread (Batch 19),Bakery,100.78,1,1,16.9,16.0,16.3,0,1,1,0.0139,56,40,0,1,1
2026-02-06 00:00:00,2026-02-06,139,Sparkling Spring Water 500ml (Batch 19),Beverages,36.48,136,136,43.1,38.9,39.5,0,21,3,0.1287,927,98,0,1,1
2026-02-06 03:00:00,2026-02-06,140,Cold Pressed Orange Juice 1L (Batch 19),Beverages,181.74,13,13,15.2,16.7,15.6,0,3,1,0.0764,85,39,0,1,1
2026-02-06 06:00:00,2026-02-06,141,Premium Arabica Coffee 250g (Batch 19),Packaged Foods,409.47,127,127,11.7,11.6,12.0,-10,10,2,0.0132,150,30,0,0,0
2026-02-06 09:00:00,2026-02-06,142,Organic Rolled Oats 1kg (Batch 19),Packaged Foods,191.15,69,8,15.9,13.7,17.1,-2,4,6,0.1681,110,42,1,1,1
2026-02-06 12:00:00,2026-02-06,143,Dark Chocolate Bar 70% (Batch 19),Snacks & Confectionery,153.64,127,127,11.9,12.8,12.0,0,11,1,0.0147,162,30,0,0,0
2026-02-06 15:00:00,2026-02-06,144,Almond Granola Bites (Batch 19),Snacks & Confectionery,239.17,123,123,13.0,11.8,13.3,0,4,2,0.0484,86,33,0,0,0
2026-02-06 18:00:00,2026-02-06,145,Antibacterial Hand Wash 500ml (Batch 19),Personal Care,160.91,90,90,9.1,8.1,8.8,-5,6,1,0.2419,74,22,0,0,0
2026-02-06 21:00:00,2026-02-06,146,Hydrating Shampoo 400ml (Batch 19),Personal Care,327.96,27,5,14.7,14.6,14.7,-13,3,9,0.1359,80,36,1,1,1
2026-02-07 00:00:00,2026-02-07,147,Biodegradable Dish Soap 1L (Batch 19),Household & Cleaning,218.3,42,3,10.0,11.1,9.8,-14,3,9,0.3456,53,24,1,1,1
2026-02-07 03:00:00,2026-02-07,148,Microfiber Cleaning Cloths 4-Pack (Batch 19),Household & Cleaning,203.69,59,59,6.9,7.3,7.6,0,13,0,0.0608,117,19,0,0,0
2026-02-07 06:00:00,2026-02-07,149,USB-C Fast Charging Cable 2m (Batch 19),Electronics & Accessories,370.18,19,19,15.1,16.0,14.7,0,9,0,0.1759,168,36,0,1,1
